cell type	official gene symbol	nicknames
Mast cells	MFGE8	SED1|EDIL1|BA46|OAcGD3S|HsT19888|MFG-E8|hP47|SPAG10
Mast cells	LSAMP	IGLON3
Mast cells	LRRC66	NA
Mast cells	LIMA1	EPLIN
Mast cells	KRT4	CK4|K4|CYK4
Mast cells	KDELR3	NA
Mast cells	IDS	SIDS
Mast cells	HSPA13	STCH
Mast cells	HS2ST1	KIAA0448
Mast cells	GPM6A	GPM6
Mast cells	GP1BA	CD42b|GPIbalpha|GP1B
Mast cells	GNAZ	NA
Mast cells	FAM84A	FLJ35392
Mast cells	FAM129B	DKFZP434H0820|FLJ13518|FLJ22151|FLJ22298|bA356B19.6|MINERVA|C9orf88
Mast cells	EXT1	ttv
Mast cells	ESYT3	CHR3SYT|FAM62C
Mast cells	ENO2	NA
Mast cells	ENAH	FLJ10773|NDPP1|MENA
Mast cells	DUSP1	HVH1|CL100|MKP-1|PTPN10
Mast cells	DGKI	DGK-IOTA
Mast cells	DDC	AADC
Mast cells	DCLK3	KIAA1765|DCDC3C|DCAMKL3
Megakaryocytes	ITGA2B	CD41B|CD41|PPP1R93|GP2B
Megakaryocytes	GP1BA	CD42b|GPIbalpha|GP1B
Megakaryocytes	ITGB3	CD61|GPIIIa|GP3A
Megakaryocytes	MPL	CD110|TPOR
Megakaryocytes	LAT	NA
Megakaryocytes	PLEK	NA
Megakaryocytes	S100A9	MIF|NIF|LIAG|MRP14|MAC387|CGLB|CAGB
Megakaryocytes	S100A8	P8|CGLA|CAGA
Megakaryocytes	PF4	SCYB4|CXCL4
Megakaryocytes	F13A1	F13A
Megakaryocytes	CD9	BA2|P24|TSPAN29|MRP-1|MIC3
Megakaryocytes	EPOR	NA
Megakaryocytes	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
Megakaryocytes	GP5	CD42d
Megakaryocytes	CXCR1	CDw128a|CD181|CMKAR1|IL8RA
Megakaryocytes	CXCR2	CMKAR2|CD182|IL8RB
Megakaryocytes	SLAMF1	CD150|SLAM
Megakaryocytes	PDE6B	CSNB3|rd1|RP40|CSNBAD2|PDEB
Megakaryocytes	MATK	HYLTK|CTK|HYL|Lsk|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
Megakaryocytes	SPON2	DIL1
Megakaryocytes	MKL2	NA
Megakaryocytes	TLR9	CD289
Megakaryocytes	KIF5B	KNS|KNS1
Megakaryocytes	GATA1	ERYF1|NFE1|GATA-1
Megakaryocytes	FLI1	SIC-1
Megakaryocytes	PROX1	NA
Megakaryocytes	SYP	MRX96
Megakaryocytes	TSPAN9	NET-5
Megakaryocytes	RGS18	RGS13
Megakaryocytes	TREML1	TLT1|dJ238O23.3
Megakaryocytes	GATA2	NFE1B
Megakaryocytes	VWF	F8VWF
Megakaryocytes	ALOX12	12S-LOX
Megakaryocytes	SELP	CD62|PSEL|PADGEM|GMP140|CD62P|GRMP
Megakaryocytes	NFATC1	NF-ATC|NFATc|NFAT2
Megakaryocytes	CIB1	SIP2-28|KIP
Megakaryocytes	PLK3	FNK|PRK
Megakaryocytes	MAFG	MGC13090|MGC20149
Megakaryocytes	IL2RA	IL2R|IDDM10
Megakaryocytes	PECAM1	CD31
Megakaryocytes	PPARG	PPARG1|PPARG2|NR1C3|PPARgamma
Megakaryocytes	IL6	IL-6|BSF2|HSF|IFNB2
Megakaryocytes	IL21R	CD360
Megakaryocytes	LRP1	CD91|LRP1A|APOER|A2MR|IGFBP3R1
Megakaryocytes	ACHE	YT
Megakaryocytes	VEGFA	VEGF-A|VPF|VEGF
Megakaryocytes	TGFB1	CED|TGFbeta|TGFB|DPD1
Megakaryocytes	GP9	CD42a|GPIX
Melanocytes	AHR	bHLHe76
Melanocytes	MC1R	MSH-R
Melanocytes	PMEL	D12S53E|SI|Pmel17|gp100|SILV
Melanocytes	PTGDS	L-PGDS
Melanocytes	SLC45A2	OCA4|MATP
Melanocytes	MLANA	NA
Melanocytes	MITF	MI|bHLHe32|WS2A|WS2
Melanocytes	TYR	OCAIA|OCA1A|OCA1
Melanocytes	TYRP1	GP75|CATB|TRP|b-PROTEIN|OCA3|TYRP|CAS2
Melanocytes	DCT	TYRP2
Melanocytes	FILIP1L	DOC-1|GIP130
Melanocytes	GPNMB	NMB|HGFIN
Melanocytes	LOXL2	WS9-14|LOR
Melanocytes	ZC3H7A	HSPC055|FLJ20318|ZC3HDC7|ZC3H7
Melanocytes	SLK	se20-9|KIAA0204
Melanocytes	SERPINB1A	NA
Melanocytes	DKK3	REIC
Melanocytes	AHNAK2	C14orf78
Melanocytes	HSPB1	HSP27|HSP28|Hs.76067|Hsp25|CMT2F
Melanocytes	PAX3	HUP2|WS1
Melanocytes	TRPM1	LTRPC1|CSNB1C|MLSN1
Melanocytes	CTNS	CTNS-LSB|PQLC4
Melanocytes	ENPP1	PC-1|NPPS|M6S1|PDNP1
Melanocytes	SOX9	SRA1|CMD1|CMPD1
Melanocytes	BNC2	BSN2|FLJ20043
Melanocytes	MEN1	NA
Melanocytes	POMC	POC|ACTH|NPP|LPH
Melanocytes	TFAP2A	AP-2|TFAP2|AP2TF
Melanocytes	RAB38	NY-MEL-1
Melanocytes	TP63	SHFM4|EEC3|p63|p73L|OFC8|KET|p73H|p53CP|TP73L|TP53L|TP53CP
Melanocytes	CRABP1	CRABP|CRABPI|RBP5
Melanocytes	BMI1	RNF51|PCGF4
Melanocytes	PTN	HBNF|HBGF8|NEGF1
Melanocytes	CCN5	Wisp2|Ccn5|Ctgfl
Melanocytes	PRKN	PDJ|AR-JP|parkin|PARK2
Melanocytes	KLC2	FLJ12387
Melanocytes	IL24	mda-7|IL10B|Mob-5|C49A|FISP|IL-24|ST16
Melanocytes	TPH2	NTPH|FLJ37295
Melanocytes	PPARA	hPPAR|NR1C1|PPAR
Melanocytes	PPARD	NUC1|NUCII|FAAR|NR1C2
Melanocytes	PPARG	PPARG1|PPARG2|NR1C3|PPARgamma
Melanocytes	PRKCA	PKCA
Meningeal cells	FOXC1	FREAC3|IGDA|IHG1|FKHL7|IRID1
Meningeal cells	FOXC2	MFH-1|FKHL14
Meningeal cells	BMP7	OP-1
Meningeal cells	ZIC1	ZIC|ZNF201
Meningeal cells	ZIC3	HTX|ZNF203|HTX1
Meningeal cells	ALDH1A2	RALDH2
Meningeal cells	ALX4	KIAA1788
Meningeal cells	IGF2	FLJ44734|IGF-II|C11orf43
Meningeal cells	VTN	VN
Meningeal cells	IGFBP2	IBP2
Meningeal cells	DCN	DSPG2|SLRR1B
Meningeal cells	LUM	SLRR2D|LDC
Meningeal cells	PDGFRA	CD140a|PDGFR2|GAS9
Meningeal cells	IL33	DVS27|DKFZp586H0523|NF-HEV|IL1F11|C9orf26
Meningeal cells	PTGDS	L-PGDS
Meningeal cells	NNAT	Peg5
Meningeal cells	NOV	IGFBP9|CCN3
Meningeal cells	SLC47A1	FLJ10847|MATE1
Merkel cells	CHGA	NA
Merkel cells	KRT20	CK20|K20|MGC35423
Merkel cells	FLI1	SIC-1
Merkel cells	CD99	MIC2
Merkel cells	GNAI1	NA
Merkel cells	VIL1	D2S1471|VIL
Merkel cells	PIEZO2	FLJ23403|FLJ23144|HsT748|HsT771|FLJ34907|FAM38B2|C18orf30|C18orf58|FAM38B
Merkel cells	ID2	GIG8|bHLHb26
Merkel cells	TRPV4	OTRPC4|TRP12|VROAC|VRL-2|VR-OAC|CMT2C
Merkel cells	ATOH1	HATH1|MATH-1|Math1|bHLHa14
Merkel cells	SOX2	NA
Merkel cells	TTF1	NA
Merkel cells	POU4F3	BRN3C|DFNA15|DFNA42
Merkel cells	GFI1	GFI1A|GFI-1|ZNF163
Merkel cells	KRT8	K8|CK8|CYK8|K2C8|KO
Merkel cells	KRT18	NA
Mesangial cells	PDGFB	SSV|SIS
Mesangial cells	PDGFRB	JTK12|CD140b|PDGFR1|PDGFR
Mesangial cells	ACTA2	ACTSA
Mesangial cells	TNS1	DKFZp586K0617|PPP1R155|TNS|MXRA6
Mesangial cells	SFRP2	SARP1|SDF-5|FRP-2
Mesangial cells	ECM1	NA
Mesangial cells	ANGPT2	Ang2
Mesangial cells	FGF1	AFGF|ECGF|ECGFA|ECGFB|HBGF1|ECGF-beta|FGF-alpha|GLIO703|FGFA
Mesangial cells	CTGF	IGFBP8|CCN2
Mesangial cells	PLAU	URK
Mesangial cells	GATA3	HDR
Mesangial cells	LEF1	TCF1ALPHA|TCF10|TCF7L3
Mesangial cells	MRC1	CLEC13D|CD206|bA541I19.1|CLEC13DL|MRC1L1
Mesangial cells	PML	MYL|TRIM19|RNF71
Mesangial cells	OGT	O-GLCNAC|HRNT1|MGC22921|FLJ23071|OGT1
Mesangial cells	NOCT	CCR4L|Ccr4c|NOC|CCRN4L
Mesangial cells	NCOA2	TIF2|NCoA-2|KAT13C|bHLHe75
Mesangial cells	PER3	NA
Mesangial cells	PLA2R1	PLA2G1R|PLA2IR|PLA2-R|CLEC13C
Mesangial cells	TRIP4	HsT17391
Mesangial cells	AMOTL2	LCCP
Mesangial cells	LATS2	NA
Mesangial cells	YAP1	YAP65
Mesangial cells	LRP5	LR3|BMND1|HBM|OPS|OPTA1|VBCH2|EVR4|LRP7|OPPG
Mesangial cells	MIB1	DIP-1|MIB|KIAA1323|ZZANK2|ZZZ6
Mesangial cells	NOSTRIN	MGC20702
Mesangial cells	ADAMTSL4	DKFZP434K1772|TSRC1
Mesangial cells	EMILIN1	DKFZp586M121|gp115
Mesangial cells	ITGA8	NA
Mesangial cells	DYRK1A	DYRK1|DYRK|MNBH
Mesangial cells	ARID5B	FLJ21150|MRF2
Mesangial cells	CCR7	BLR2|CDw197|CD197|CMKBR7|EBI1
Mesangial cells	FN1	CIG|LETS|GFND2|FINC
Mesangial cells	PAWR	par-4
Mesangial cells	PTN	HBNF|HBGF8|NEGF1
Mesangial cells	SERPINE2	PNI|nexin|PI7
Mesangial cells	TBX18	NA
Mesangial cells	TEK	TIE2|TIE-2|VMCM1|CD202b|VMCM
Mesangial cells	THY1	CD90
Mesangial cells	MYL9	MYRL2|MLC2|LC20|MRLC1
Mesangial cells	TPM2	NEM4|AMCD1
Mesangial cells	CALD1	H-CAD|L-CAD
Mesangial cells	HOPX	LAGY|OB1|NECC1|SMAP31
Mesangial cells	NR4A2	TINUR|NOT|RNR1|HZF-3|NURR1
Mesangial cells	ACTN1	NA
Mesangial cells	AKAP12	AKAP250|SSeCKS
Mesangial cells	ROCK1	p160ROCK
Mesangial cells	SH3BGRL	MGC117402
Mesangial cells	RASD1	DEXRAS1
Mesangial cells	SNCG	BCSG1|SR|persyn
Mesangial cells	FILIP1L	DOC-1|GIP130
Mesangial cells	FLNA	FLN1|FLN|OPD2|OPD1
Mesangial cells	MEF2C	NA
Mesangial cells	CSTB	CST6|PME|EPM1|STFB
Mesangial cells	SMARCA5	hSNF2H|hISWI
Mesangial cells	PDE3A	CGI-PDE
Mesangial cells	MAP3K20	MLTKalpha|MLTKbeta|ZAK|MLTK|MLK7
Mesothelial cells	CALB2	CAL2
Mesothelial cells	MUC16	FLJ14303
Mesothelial cells	KRT5	KRT5A|EBS2
Mesothelial cells	KRT6A	CK6C|K6C|CK6D|K6D|KRT6C|KRT6D
Mesothelial cells	DES	CMD1I|CSM1|CSM2
Mesothelial cells	CDH1	uvomorulin|CD324|UVO
Mesothelial cells	HAS2	NA
Mesothelial cells	KRT7	CK7|K2C7
Mesothelial cells	ME1	NA
Mesothelial cells	ME2	NA
Mesothelial cells	MSLN	MPF
Mesothelial cells	THBD	CD141
Mesothelial cells	WT1	WIT-2|AWT1|NPHS4|GUD
Mesothelial cells	LRRN4	dJ1056H1.1|NLRR4|C20orf75
Mesothelial cells	IL17RE	FLJ23658
Mesothelial cells	LOX	NA
Mesothelial cells	OASL2	NA
Mesothelial cells	KCNAB1	AKR6A3|KCNA1B|hKvBeta3|Kvb1.3|hKvb3
Mesothelial cells	PKHD1L1	NA
Mesothelial cells	SULF1	KIAA1077|SULF-1|hSulf-1
Mesothelial cells	DUSP5	HVH3
Mesothelial cells	MIR22HG	MGC14376|DKFZp686O06159|C17orf91
Mesothelial cells	COBLL1	KIAA0977
Mesothelial cells	ST3GAL1	ST3O|SIATFL|ST3GalA.1|SIAT4A
Mesothelial cells	FBXO33	Fbx33
Mesothelial cells	FZD1	DKFZp564G072
Mesothelial cells	RASL11A	NA
Mesothelial cells	CDON	ORCAM|CDO|CDON1
Mesothelial cells	BCL3	D19S37|BCL4
Mesothelial cells	ACKR3	GPR159|CMKOR1|CXCR7
Mesothelial cells	NPR1	GUCY2A|ANPa|ANPRA|NPRA
Mesothelial cells	PCSK6	SPC4|PACE4
Mesothelial cells	DPP4	CD26|ADCP2
Mesothelial cells	RND1	Rho6|ARHS|RHOS
Mesothelial cells	GBP2	NA
Mesothelial cells	C1RA	NA
Mesothelial cells	MEDAG	FLJ14834|AWMS3|MEDA-4|C13orf33
Mesothelial cells	AR	AIS|NR3C4|SMAX1|HUMARA|DHTR|SBMA
Mesothelial cells	LGALS7	TP53I1|LGALS7A
Mesothelial cells	GSTT1	NA
Mesothelial cells	ANO1	TAOS2|FLJ10261|DOG1|ORAOV2|TMEM16A
Mesothelial cells	GSTA3	NA
Mesothelial cells	OSR1	NA
Mesothelial cells	TWSG1	TSG
Mesothelial cells	MMP23	NA
Mesothelial cells	ADGRD1	DKFZp434B1272|PGR25|GPR133
Mesothelial cells	CRLS1	dJ967N21.6|CLS1|C20orf155
Mesothelial cells	FLNC	ABPL|FLN2
Mesothelial cells	PTGS2	NA
Mesothelial cells	C2	NA
Mesothelial cells	FMO2	NA
Mesothelial cells	FMOD	SLRR2E
Mesothelial cells	FGF1	AFGF|ECGF|ECGFA|ECGFB|HBGF1|ECGF-beta|FGF-alpha|GLIO703|FGFA
Mesothelial cells	TRIM30C	NA
Mesothelial cells	EFEMP1	S1-5|FBLN3|MTLV|DHRD|FBNL
Mesothelial cells	FRAS1	FLJ22031|FLJ14927|KIAA1500
Mesothelial cells	RSPO1	FLJ40906|RSPONDIN
Mesothelial cells	RARRES2	TIG2|HP10433
Microfold cells	GP2	ZAP75
Microfold cells	SPIB	SPI-B
Microfold cells	PGLYRP1	TAG7|PGRP|PGRP-S|PGRPS|TNFSF3L|PGLYRP
Microfold cells	CCL9	NA
Microfold cells	EHF	ESE3|ESEJ
Microfold cells	ANXA5	ENX2|ANX5
Microfold cells	SOX8	NA
Microfold cells	MIER3	FLJ35954|DKFZp686L09111|DKFZp781I1119
Microfold cells	NFIC	CTF|NF-I|CTF5|NFI
Microfold cells	SERPINB6A	NA
Microfold cells	CXCL16	SR-PSOX|CXCLG16|SRPSOX
Microfold cells	CTSD	CLN10|CPSD
Microfold cells	CCL20	LARC|MIP-3a|exodus-1|ST38|CKb4|SCYA20
Microfold cells	CTSH	ACC-4|ACC-5|ACC4|ACC5|CPSB
Microfold cells	CCL6	NA
Microfold cells	MARCKSL1	F52|MacMARCKS
Microfold cells	RAC2	EN-7
Microfold cells	TNFAIP2	B94|EXOC3L3
Microfold cells	FABP5	E-FABP|PA-FABP|KFABP
Microfold cells	GJB2	CX26|NSRD1|DFNB1
Microfold cells	MFGE8	SED1|EDIL1|BA46|OAcGD3S|HsT19888|MFG-E8|hP47|SPAG10
Microfold cells	CYBA	p22-PHOX
Microfold cells	TMPRSS2	PRSS10
Microfold cells	AHR	bHLHe76
Microfold cells	MTF1	NA
Microfold cells	RELB	REL-B
Microfold cells	TULP4	TUSP|KIAA1397
Microfold cells	ONECUT2	OC-2
Microfold cells	FOSL2	FRA2|FLJ23306
Microfold cells	IRF6	OFC6|VWS|LPS
Microfold cells	IRF2	NA
Microfold cells	ZFP553	NA
Microfold cells	NFIB	NFI-RED|NFIB2|NFIB3
Microfold cells	FOXP4	FLJ40908
Microglia	ITGAM	CD11b|CR3A|CD11B
Microglia	ITGAX	CD11c|CD11C
Microglia	C5AR1	C5A|C5AR|CD88|C5R1
Microglia	CX3CR1	CMKDR1|V28|GPR13|CMKBRL1
Microglia	P2RY12	P2Y12|SP1999|HORK3
Microglia	P2RX7	P2X7|MGC20089
Microglia	CD40	Bp50|TNFRSF5
Microglia	TREM2	TREM-2|Trem2a|Trem2b|Trem2c
Microglia	TMEM119	NA
Microglia	GPR34	NA
Microglia	TFF3	HITF|ITF
Microglia	CBR2	NA
Microglia	ZEB2OS	NA
Microglia	SALL1	Hsal1|ZNF794|TBS
Microglia	CSF3R	GCSFR|CD114
Microglia	TCIRG1	TIRC7|OC-116|OC116|ATP6N1C|Atp6i|a3|ATP6V0A3
Microglia	SUSD3	MGC26847
Microglia	GPR183	EBI2
Microglia	VAV1	VAV
Microglia	SLC2A5	GLUT5
Microglia	IL21R	CD360
Microglia	IL10RA	HIL-10R|CDW210A|CD210a|CD210|IL10R
Microglia	PTAFR	NA
Microglia	LAG3	CD223
Microglia	IL6RA	NA
Microglia	ENTPD1	NTPDase-1|ATPDase|SPG64|CD39
Microglia	ADRB2	ADRBR|B2AR|ADRB2R
Microglia	TMEM173	FLJ38577|NET23|MPYS|STING|MITA
Microglia	TBXAS1	CYP5|CYP5A1|THAS|TXS|TXAS
Microglia	P2RY6	P2Y6
Microglia	P2RY13	FKSG77|P2Y13|GPR94|GPR86
Microglia	CEBPA	C/EBP-alpha|CEBP
Microglia	CD180	RP105|Ly78|LY64
Microglia	MYO1F	NA
Microglia	FCRLS	NA
Microglia	OLFML3	HNOEL-iso|OLF44
Microglia	SIGLECH	NA
Microglia	S100A8	P8|CGLA|CAGA
Microglia	LTC4S	MGC33147
Microglia	TGFBR1	ALK-5|ALK5|TBRI|TBR-i|MSSE|ESS1
Microglia	S100A9	MIF|NIF|LIAG|MRP14|MAC387|CGLB|CAGB
Microglia	LPCAT2	FLJ20481|AGPAT11|LysoPAFAT|AYTL1
Microglia	ITGB5	NA
Microglia	LAIR1	CD305
Microglia	SPHK1	SPHK
Microglia	COLEC12	SRCL|CL-P1|SCARA4
Microglia	ALDH1A2	RALDH2
Microglia	AEBP1	ACLP
Microglia	PTGDS	L-PGDS
Microglia	CCR5	CKR-5|CC-CKR-5|CKR5|CD195|IDDM22|CMKBR5
Microglia	SLCO2B1	OATP-B|OATP2B1|SLC21A9
Microglia	PTGS1	PGHS-1|PTGHS
Microglia	APBB1IP	INAG1|RIAM
Microglia	CYFIP1	KIAA0068|P140SRA-1|SHYC
Microglia	CYTH4	CYT4|cytohesin-4|PSCD4
Microglia	MERTK	mer|RP38|c-Eyk|Tyro12
Microglia	MAFB	KRML
Microglia	HPGDS	GSTS|H-PGDS|PGD2|GSTS1-1|GSTS1
Microglia	BIN2	BRAP-1
Microglia	FCGR1	NA
Microglia	FAM105A	NA
Microglia	CMTM6	FLJ20396|CKLFSF6
Microglia	CCL4	MIP-1-beta|Act-2|AT744.1|SCYA4
Microglia	CCL3	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3
Microglia	CCRL2	CRAM-B|CKRX|CRAM-A|ACKR5
Microglia	UCP2	SLC25A8|BMIQ4
Microglia	CLEC3B	TNA
Microglia	MRC2	KIAA0709|ENDO180|CLEC13E|CD280
Microglia	CLEC10A	HML2|HML|CD301|CLECSF14
Microglia	PF4	SCYB4|CXCL4
Microglia	CTS3	NA
Microglia	FCGR3	NA
Microglia	CD53	TSPAN25|MOX44
Microglia	FOS	c-fos
Microglia	EGR1	TIS8|G0S30|NGFI-A|KROX-24|ZIF-268|AT225|ZNF225
Microglia	AIF1	IRT-1|AIF-1|Em:AF129756.17|IBA1
Microglia	CTSS	NA
Microglia	CSF1R	C-FMS|CSFR|CD115|FMS
Microglia	SKI	NA
Microglia	C1QB	NA
Monocytes	RGS1	1R20|IR20|BL34|IER1
Monocytes	APOBEC3A	PHRBN
Monocytes	CD7	LEU-9|TP41|Tp40
Monocytes	TET2	FLJ20032|KIAA1546
Monocytes	CD40	Bp50|TNFRSF5
Monocytes	DYSF	FER1L1|LGMD2B
Monocytes	CMKLR1	RVER1
Monocytes	MEFV	FMF|TRIM20
Monocytes	HCK	JTK9
Monocytes	FCGR3B	CD16b
Monocytes	PADI4	PDI5|PDI4|PADI5
Monocytes	GHSR	NA
Monocytes	ITGAX	CD11c|CD11C
Monocytes	SELE	ESEL|CD62E|ELAM1|ELAM
Monocytes	TLR4	hToll|CD284|TLR-4|ARMD10
Monocytes	AR	AIS|NR3C4|SMAX1|HUMARA|DHTR|SBMA
Monocytes	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
Monocytes	CD86	B7.2|B7-2|CD28LG2
Monocytes	CCR2	CC-CKR-2|CKR2|MCP-1-R|CD192|FLJ78302|CMKBR2
Monocytes	TNFRSF14	HVEM|ATAR|LIGHTR|HVEA|CD270
Monocytes	ADA2	ADGF|IDGFL|CECR1
Monocytes	MGMT	NA
Monocytes	CD14	NA
Monocytes	CD33	SIGLEC3|SIGLEC-3|FLJ00391
Monocytes	ITGAM	CD11b|CR3A|CD11B
Monocytes	ACE	ACE1|CD143|DCP1
Monocytes	FUT4	FUC-TIV|CD15|ELFT
Monocytes	ICAM1	CD54
Monocytes	SELL	LSEL|LAM1|LAM-1|hLHRc|Leu-8|Lyam-1|PLNHR|CD62L|LYAM1|LNHR
Monocytes	CD163	MM130|SCARI1
Monocytes	FCGR1A	CD64|CD64A
Monocytes	FCGR2B	CD32B
Monocytes	ACP5	HPAP
Monocytes	MRC1	CLEC13D|CD206|bA541I19.1|CLEC13DL|MRC1L1
Monocytes	TNF	TNFSF2|DIF|TNF-alpha|TNFA
Monocytes	PLAU	URK
Monocytes	GBP1	NA
Monocytes	OAS1	OIASI|IFI-4|OIAS
Monocytes	IRF7	NA
Monocytes	PLSCR1	MMTRA1B
Monocytes	MX1	IFI-78K|MxA
Monocytes	IL1RN	ICIL-1RA|IL1F3|IL-1RN|MGC10430
Monocytes	HLA-DRA	HLA-DRA1
Monocytes	IFIT1	GARG-16|G10P1|IFI56|IFNAI1
Monocytes	IDO1	IDO|INDO
Monocytes	IFIT3	ISG60|RIG-G|CIG-49|IFI60|GARG-49|IRG2|IFIT4
Monocytes	TNFSF10	TRAIL|Apo-2L|TL2|CD253
Monocytes	CXCL10	IFI10|IP-10|crg-2|mob-1|C7|gIP-10|INP10|SCYB10
Monocytes	S100A9	MIF|NIF|LIAG|MRP14|MAC387|CGLB|CAGB
Monocytes	S100A8	P8|CGLA|CAGA
Monocytes	S100A4	P9KA|18A2|PEL98|42A|CAPL
Monocytes	CLEC7A	dectin-1|hDectin-1|CD369|SCARE2|CLECSF12
Monocytes	CSF3R	GCSFR|CD114
Monocytes	MNDA	PYHIN3
Monocytes	MS4A6A	CD20L3|MS4A6
Monocytes	ZFP36L2	ERF2|RNF162C|TIS11D|BRF2
Monocytes	LTA4H	NA
Monocytes	CLEC12A	CLL-1|MICL|CD371|DCAL-2
Monocytes	CD48	BLAST|mCD48|hCD48|SLAMF2|BCM1
Monocytes	PRTN3	PR-3|ACPA|C-ANCA|AGP7|MBT|P29
Monocytes	FCGR3A	CD16a
Monocytes	VCAN	PG-M|CSPG2
Monocytes	LY6C2	NA
Monocytes	IFITM3	1-8U|DSPA2b
Monocytes	FN1	CIG|LETS|GFND2|FINC
Monocytes	ADGRE1	TM7LN3|EMR1
Monocytes	CD44	IN|MC56|Pgp1|CD44R|HCELL|CSPG8|MIC4|MDU2|MDU3
Monocytes	CSF1R	C-FMS|CSFR|CD115|FMS
Monocytes	CX3CR1	CMKDR1|V28|GPR13|CMKBRL1
Monocytes	ITGAL	CD11A
Monocytes	LY6C1	NA
Monocytes	LY6G	NA
Monocytes	PECAM1	CD31
Monocytes	PTPRC	T200|CD45
Monocytes	SPN	LSN|CD43|GPL115
Monocytes	PSAP	GLBA
Monocytes	FCN1	FCNM
Monocytes	LYZ	NA
Monocytes	RHOC	RhoC|ARH9|ARHC
Monocytes	PILRA	FDF03
Monocytes	NFKBIZ	MAIL|FLJ34463|INAP
Monocytes	NAAA	ASAHL
Monocytes	LY6E	TSA-1|RIG-E|SCA-2
Monocytes	LYN	JTK8
Monocytes	MS4A7	CD20L4|CFFM4|MS4A8
Monocytes	CEBPB	NFIL6|IL6DBP|C/EBP-beta|TCF5
Monocytes	CD68	SCARD1|macrosialin|DKFZp686M18236|LAMP4
Monocytes	IFI30	IFI-30|GILT|IP30|MGC32056|IP-30
Monocytes	S100A12	CGRP|CAAF1|CAGC|ENRAGE
Monocytes	SERPINA1	AAT|A1A|PI1|alpha-1-antitrypsin|A1AT|alpha1AT|PI
Monocytes	RGS2	G0S8
Monocytes	LST1	B144|D6S49E
Monocytes	SPI1	PU.1|SPI-A|SFPI1|SPI-1
Monocytes	TYMP	MNGIE|ECGF1
Monocytes	CSTA	STF1|STFA
Monocytes	FGL2	pT49|T49
Monocytes	PYCARD	CARD5|ASC
Monocytes	LYST	CHS
Monocytes	CCL3	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3
Monocytes	IL1B	IL1F2|IL-1B|IL1-BETA
Monocytes	CFP	PFC
Monocytes	CD36	SCARB3|GPIV|GP4|GP3B
Motor neurons	ISL1	Isl-1|ISLET1
Motor neurons	MNX1	HB9|HOXHB9|SCRA1|HLXB9
Motor neurons	ISL2	FLJ10160
Motor neurons	CHAT	NA
Motor neurons	VSX2	RET1|HOX10|CHX10
Motor neurons	EN1	NA
Motor neurons	EVX1	NA
Motor neurons	EVX2	NA
Motor neurons	FGF1	AFGF|ECGF|ECGFA|ECGFB|HBGF1|ECGF-beta|FGF-alpha|GLIO703|FGFA
Motor neurons	LHX3	NA
Motor neurons	NKX6-1	Nkx6.1|NKX6A
Motor neurons	NGFR	TNFRSF16|CD271|p75NTR
Motor neurons	REG2	NA
Motor neurons	SIM1	bHLHe14
Müller cells	TLR2	TIL4|CD282
Müller cells	IL6	IL-6|BSF2|HSF|IFNB2
Müller cells	CNR2	CB2
Müller cells	VEGFA	VEGF-A|VPF|VEGF
Müller cells	SLC38A5	SN2|JM24
Müller cells	SLC38A3	SN1
Müller cells	IL33	DVS27|DKFZp586H0523|NF-HEV|IL1F11|C9orf26
Müller cells	RDH10	SDR16C4
Müller cells	SLITRK2	KIAA1854|SLITL1|TMEM257|CXorf1
Müller cells	SYNPR	MGC26651
Müller cells	ABCA8A	NA
Müller cells	CROT	NA
Müller cells	CRYM	DFNA40
Müller cells	CAR14	NA
Müller cells	COL9A1	NA
Müller cells	SIX3OS1	NA
Müller cells	DAPL1	NA
Müller cells	AQP4	MIWC
Müller cells	RLBP1	CRALBP
Müller cells	DKK3	REIC
Müller cells	VSX2	RET1|HOX10|CHX10
Müller cells	COL1A1	NA
Müller cells	COL2A1	STL1|SEDC|AOM
Müller cells	COL3A1	EDS4A
Müller cells	COL4A2	FLJ22259|DKFZp686I14213
Müller cells	COL5A1	NA
Müller cells	COL6A1	NA
Müller cells	COL11A1	STL2|CO11A1|COLL6
Müller cells	GLUL	GLNS
Müller cells	CLU	SGP-2|SP-40|TRPM-2|KUB1|CLU2|CLI|APOJ
Müller cells	S100A16	S100F|DT1P1A7|MGC17528
Müller cells	SOX2	NA
Müller cells	APOE	AD2
Müller cells	DBI	ACBD1
Müller cells	GNAI2	GNAI2B
Müller cells	GPR37	EDNRBL|hET(B)R-LP|PAELR
Müller cells	KCNJ2	Kir2.1|IRK1|LQT7
Müller cells	KCNJ10	Kir4.1|Kir1.2
Müller cells	SPC25	MGC22228|AD024|SPBC25
Müller cells	ITM2B	BRI|E25B|E3-16|BRICD2B|BRI2
Müller cells	ATG4B	Apg4B|KIAA0943|DKFZp586D1822|APG4B
Müller cells	CA2	Car2|CA-II|CAII
Müller cells	ZBED4	KIAA0637
